,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
612,3.367295829986474,4,1,1.4142135623730951,1,2,Others
613,3.1780538303479458,5,1,1.0,0,3,Others
614,3.6109179126442243,5,1,0.0,0,0,Pants
615,4.174387269895637,5,1,0.0,0,3,Others
616,3.58351893845611,5,1,2.449489742783178,0,0,Pants
617,3.5553480614894135,4,1,0.0,1,2,Others
618,3.295836866004329,5,1,1.7320508075688772,0,0,Pants
620,3.332204510175204,5,1,1.0,1,2,Others
621,3.828641396489095,5,1,0.0,2,2,Others
624,4.23410650459726,4,1,3.4641016151377544,1,2,Others
625,3.332204510175204,5,1,0.0,2,2,Others
626,3.58351893845611,5,1,2.0,2,2,Others
627,3.6888794541139363,4,1,0.0,1,2,Others
628,4.382026634673881,5,1,2.449489742783178,0,0,Pants
629,3.784189633918261,4,1,0.0,0,4,Blouses
630,3.58351893845611,5,1,1.7320508075688772,2,2,Others
631,3.713572066704308,5,1,1.4142135623730951,0,4,Blouses
632,3.871201010907891,1,0,1.7320508075688772,0,4,Blouses
634,3.7376696182833684,3,0,1.0,0,0,Pants
635,3.6109179126442243,4,1,0.0,1,2,Others
636,3.6375861597263857,5,1,2.0,0,0,Others
638,3.8501476017100584,4,1,1.4142135623730951,0,0,Others
639,3.58351893845611,5,1,1.0,1,2,Others
640,4.189654742026425,5,1,0.0,0,0,Pants
641,3.9318256327243257,4,1,2.6457513110645907,0,0,Pants
642,3.6375861597263857,5,1,0.0,0,0,Pants
643,3.6888794541139363,4,1,1.4142135623730951,1,2,Others
646,3.6109179126442243,1,0,0.0,0,0,Pants
648,3.5553480614894135,5,1,0.0,2,2,Others
649,3.871201010907891,5,1,0.0,0,0,Pants
650,3.8918202981106265,5,1,1.0,0,0,Pants
651,4.248495242049359,5,1,3.3166247903554,2,2,Others
653,3.6375861597263857,2,0,0.0,0,0,Pants
654,3.295836866004329,5,1,0.0,2,2,Others
655,3.828641396489095,5,1,1.0,0,0,Others
656,3.912023005428146,5,1,0.0,0,4,Sweaters
657,4.174387269895637,2,0,7.416198487095663,1,2,Others
659,4.532599493153256,5,1,1.7320508075688772,2,2,Others
660,3.7612001156935624,5,1,3.1622776601683795,0,4,Blouses
661,4.204692619390966,5,1,2.0,0,0,Pants
662,3.8066624897703196,5,1,0.0,0,0,Pants
663,3.7376696182833684,5,1,1.0,0,0,Others
664,4.060443010546419,5,1,2.449489742783178,0,0,Pants
665,3.9512437185814275,5,1,1.0,2,2,Others
666,3.2188758248682006,5,1,1.0,2,2,Others
667,3.5553480614894135,4,1,0.0,2,2,Others
668,3.6109179126442243,4,1,1.4142135623730951,1,2,Others
669,3.367295829986474,2,0,2.6457513110645907,0,4,Blouses
670,3.367295829986474,3,0,0.0,0,0,Others
671,3.8501476017100584,4,1,0.0,0,0,Pants
673,3.6635616461296463,5,1,0.0,1,2,Others
674,3.4011973816621555,5,1,0.0,0,0,Pants
675,3.5263605246161616,2,0,4.123105625617661,0,0,Pants
676,4.0943445622221,3,0,0.0,0,0,Pants
677,3.8066624897703196,5,1,1.0,0,0,Pants
678,4.007333185232471,5,1,1.0,0,0,Others
679,3.5263605246161616,4,1,0.0,2,2,Others
681,4.127134385045092,4,1,1.0,0,1,Dresses
683,3.1354942159291497,5,1,0.0,0,1,Dresses
687,3.58351893845611,3,0,1.0,0,4,Sweaters
688,3.9512437185814275,5,1,9.16515138991168,0,1,Dresses
689,3.6635616461296463,5,1,0.0,0,4,Sweaters
690,3.4965075614664802,5,1,0.0,0,4,Sweaters
691,3.871201010907891,5,1,1.4142135623730951,0,0,Pants
692,3.1354942159291497,1,0,1.4142135623730951,1,1,Dresses
693,3.6375861597263857,5,1,1.0,0,0,Pants
694,3.1780538303479458,4,1,0.0,1,1,Dresses
695,3.6375861597263857,3,0,1.0,0,4,Knits
697,3.58351893845611,5,1,3.4641016151377544,0,1,Dresses
698,3.258096538021482,5,1,1.0,0,4,Sweaters
699,3.5553480614894135,2,0,3.3166247903554,0,1,Dresses
700,3.871201010907891,5,1,3.0,0,4,Knits
701,4.07753744390572,3,1,3.7416573867739413,0,4,Sweaters
702,3.828641396489095,4,1,0.0,0,4,Knits
703,3.8918202981106265,5,1,2.6457513110645907,0,5,Others
704,3.4339872044851463,3,0,0.0,2,2,Others
705,3.367295829986474,5,1,0.0,0,4,Sweaters
706,3.8066624897703196,2,0,5.196152422706632,0,1,Dresses
708,3.6888794541139363,5,1,3.7416573867739413,0,0,Pants
709,4.23410650459726,5,1,1.0,0,5,Others
710,3.332204510175204,5,1,1.4142135623730951,2,2,Others
711,4.30406509320417,4,1,1.0,0,4,Sweaters
712,3.871201010907891,4,1,1.4142135623730951,0,1,Dresses
713,3.5553480614894135,4,1,0.0,0,1,Dresses
715,3.6375861597263857,5,1,1.0,0,4,Sweaters
716,3.7376696182833684,5,1,0.0,1,4,Knits
717,3.8066624897703196,5,1,2.8284271247461903,0,4,Sweaters
718,3.6375861597263857,5,1,0.0,0,4,Sweaters
719,3.9318256327243257,5,1,1.0,0,4,Knits
720,3.6375861597263857,5,1,0.0,0,4,Sweaters
721,3.828641396489095,5,1,1.4142135623730951,1,4,Knits
722,3.4011973816621555,5,1,0.0,0,4,Knits
723,3.8066624897703196,5,1,6.557438524302,1,4,Knits
724,3.4339872044851463,5,1,1.0,2,2,Others
725,3.58351893845611,5,1,1.0,1,4,Knits
726,3.8918202981106265,4,1,0.0,1,4,Knits
727,3.6635616461296463,4,1,0.0,0,1,Dresses
729,4.007333185232471,3,0,1.4142135623730951,0,1,Dresses
730,3.58351893845611,5,1,0.0,0,1,Dresses
731,3.2188758248682006,4,1,0.0,1,4,Knits
733,3.713572066704308,5,1,2.23606797749979,1,4,Knits
734,3.6375861597263857,4,1,0.0,1,1,Dresses
735,3.367295829986474,3,0,3.3166247903554,2,2,Others
736,3.5263605246161616,5,1,2.0,0,4,Sweaters
738,4.189654742026425,3,1,0.0,0,5,Others
739,3.367295829986474,5,1,3.872983346207417,0,1,Dresses
742,3.6635616461296463,4,1,0.0,1,4,Knits
743,3.784189633918261,4,1,1.0,0,1,Dresses
744,3.6888794541139363,3,0,1.4142135623730951,0,4,Sweaters
745,3.6635616461296463,1,0,0.0,0,4,Sweaters
746,3.912023005428146,4,1,0.0,1,4,Knits
747,3.9512437185814275,5,1,1.0,0,5,Others
748,3.9889840465642745,3,1,1.0,1,4,Knits
749,3.5263605246161616,5,1,2.23606797749979,1,4,Knits
750,4.0943445622221,5,1,3.7416573867739413,0,4,Sweaters
751,3.091042453358316,5,1,0.0,0,4,Sweaters
752,4.060443010546419,5,1,0.0,0,1,Dresses
754,4.127134385045092,3,0,0.0,0,1,Dresses
755,3.7612001156935624,2,0,1.4142135623730951,0,1,Dresses
756,3.258096538021482,5,1,0.0,1,4,Knits
757,3.6109179126442243,5,1,0.0,1,4,Knits
759,3.4965075614664802,5,1,2.0,2,2,Others
760,3.7612001156935624,5,1,0.0,0,4,Sweaters
762,3.6109179126442243,3,0,1.0,0,4,Sweaters
763,3.8918202981106265,3,0,0.0,0,4,Sweaters
764,3.5263605246161616,4,1,6.48074069840786,0,1,Dresses
765,3.6888794541139363,5,1,1.0,2,2,Others
766,3.7376696182833684,4,1,1.0,2,2,Others
767,3.58351893845611,3,0,1.4142135623730951,0,1,Dresses
768,3.828641396489095,2,0,2.0,0,4,Sweaters
769,3.4657359027997265,1,0,0.0,0,4,Sweaters
770,3.1780538303479458,4,1,1.0,1,1,Dresses
772,3.4965075614664802,5,1,0.0,2,2,Others
773,3.6375861597263857,2,0,1.4142135623730951,0,1,Dresses
775,3.5553480614894135,2,0,0.0,1,1,Dresses
776,3.9512437185814275,5,1,1.0,0,4,Knits
777,3.6375861597263857,5,1,1.7320508075688772,0,4,Others
778,3.2188758248682006,5,1,1.0,0,4,Others
779,4.02535169073515,5,1,1.0,0,4,Others
780,4.02535169073515,2,0,0.0,0,1,Dresses
781,3.1354942159291497,5,1,0.0,0,4,Others
782,3.970291913552122,1,0,3.4641016151377544,0,4,Sweaters
783,3.8501476017100584,3,0,0.0,0,4,Others
784,3.8066624897703196,4,1,0.0,0,4,Blouses
785,3.4965075614664802,5,1,0.0,0,4,Sweaters
786,4.02535169073515,4,1,1.0,0,4,Others
787,3.7612001156935624,3,0,1.4142135623730951,2,2,Others
788,3.8918202981106265,5,1,1.0,0,4,Blouses
789,3.58351893845611,4,1,0.0,0,4,Blouses
790,4.060443010546419,3,1,1.0,0,4,Others
791,3.5553480614894135,5,1,1.7320508075688772,0,1,Dresses
792,4.189654742026425,4,1,1.7320508075688772,2,2,Others
793,3.7612001156935624,1,0,2.8284271247461903,0,4,Sweaters
794,3.7376696182833684,3,0,3.4641016151377544,1,4,Blouses
795,3.7612001156935624,5,1,1.7320508075688772,1,4,Blouses
796,3.9889840465642745,5,1,0.0,1,4,Blouses
798,3.7612001156935624,4,1,0.0,1,4,Blouses
799,4.219507705176107,5,1,1.7320508075688772,0,1,Dresses
800,4.0943445622221,4,1,0.0,0,4,Others
801,3.4657359027997265,5,1,0.0,0,4,Blouses
802,4.007333185232471,5,1,1.4142135623730951,1,4,Blouses
803,3.6635616461296463,5,1,0.0,0,4,Others
804,4.0943445622221,5,1,1.0,0,4,Others
806,3.912023005428146,2,0,0.0,0,4,Others
807,3.1354942159291497,2,0,3.7416573867739413,1,4,Knits
809,3.4657359027997265,5,1,0.0,1,4,Knits
810,4.02535169073515,5,1,0.0,1,4,Knits
811,4.110873864173311,5,1,2.6457513110645907,1,1,Dresses
812,3.5263605246161616,5,1,0.0,1,1,Dresses
813,3.871201010907891,3,0,1.4142135623730951,0,4,Others
814,3.5263605246161616,2,0,0.0,1,4,Knits
815,3.7376696182833684,3,0,0.0,0,4,Others
816,3.8918202981106265,4,1,0.0,0,1,Dresses
817,3.367295829986474,4,1,0.0,1,4,Knits
818,3.7612001156935624,2,0,0.0,1,4,Knits
819,4.143134726391533,3,1,1.0,1,4,Knits
820,3.5263605246161616,5,1,0.0,0,3,Others
821,4.0943445622221,4,1,1.4142135623730951,1,4,Knits
822,3.6635616461296463,5,1,1.4142135623730951,1,1,Dresses
823,3.6635616461296463,4,1,2.6457513110645907,1,0,Pants
824,3.4657359027997265,5,1,4.898979485566356,1,4,Knits
825,3.6635616461296463,2,0,3.872983346207417,1,4,Knits
826,3.9889840465642745,3,0,0.0,0,4,Others
827,4.2626798770413155,4,1,0.0,0,4,Others
828,3.828641396489095,3,0,0.0,1,4,Knits
829,3.4011973816621555,2,1,0.0,0,4,Others
830,4.07753744390572,2,0,1.4142135623730951,0,4,Others
831,3.258096538021482,3,1,1.4142135623730951,1,1,Dresses
832,3.828641396489095,5,1,6.082762530298219,1,4,Knits
835,3.5553480614894135,2,0,1.0,0,4,Others
836,4.110873864173311,2,0,0.0,1,4,Knits
840,3.828641396489095,5,1,0.0,1,1,Dresses
841,3.8918202981106265,4,1,0.0,0,4,Others
842,3.332204510175204,3,0,0.0,0,3,Others
843,4.30406509320417,5,1,1.4142135623730951,0,3,Others
846,4.406719247264253,5,1,2.23606797749979,1,1,Dresses
848,3.713572066704308,4,1,0.0,1,4,Knits
849,3.5553480614894135,5,1,0.0,1,4,Knits
851,3.6109179126442243,5,1,0.0,1,4,Knits
852,3.713572066704308,5,1,2.23606797749979,0,1,Dresses
853,4.02535169073515,5,1,2.449489742783178,0,1,Dresses
855,3.4011973816621555,5,1,0.0,0,4,Others
858,3.367295829986474,3,0,1.0,1,4,Others
860,3.258096538021482,5,1,0.0,1,4,Knits
861,3.332204510175204,5,1,1.4142135623730951,1,1,Dresses
862,3.8066624897703196,3,1,3.605551275463989,0,3,Others
863,3.367295829986474,5,1,0.0,1,4,Knits
864,3.8501476017100584,4,1,0.0,0,1,Dresses
865,3.332204510175204,5,1,0.0,1,4,Others
866,3.6375861597263857,2,0,4.123105625617661,1,0,Pants
867,4.1588830833596715,5,1,1.0,1,4,Others
868,4.1588830833596715,4,1,1.7320508075688772,0,3,Others
870,3.9512437185814275,5,1,1.7320508075688772,0,3,Others
871,4.276666119016055,4,1,1.4142135623730951,1,4,Blouses
872,3.7612001156935624,5,1,1.0,1,0,Others
873,3.6635616461296463,2,0,3.3166247903554,1,4,Blouses
874,3.367295829986474,2,0,0.0,1,0,Pants
875,3.8501476017100584,3,1,3.0,0,1,Dresses
876,3.332204510175204,4,1,0.0,0,4,Knits
877,3.9318256327243257,5,1,0.0,0,1,Dresses
878,3.5553480614894135,5,1,3.0,1,4,Sweaters
879,4.189654742026425,5,1,1.0,1,0,Others
880,3.912023005428146,2,0,2.0,0,1,Dresses
881,3.6109179126442243,5,1,1.7320508075688772,0,0,Others
882,3.58351893845611,4,1,2.0,1,0,Pants
883,3.7612001156935624,2,0,3.3166247903554,1,0,Pants
884,3.7376696182833684,5,1,0.0,1,0,Others
885,4.0943445622221,4,1,1.0,1,0,Others
886,3.784189633918261,4,0,1.7320508075688772,0,1,Dresses
888,3.258096538021482,5,1,0.0,1,0,Others
889,3.7376696182833684,1,0,2.0,0,1,Dresses
890,3.871201010907891,5,1,0.0,2,2,Others
894,3.7612001156935624,5,1,0.0,1,4,Sweaters
895,4.07753744390572,3,1,1.4142135623730951,1,4,Sweaters
896,3.58351893845611,5,1,0.0,0,4,Knits
897,4.189654742026425,4,1,0.0,1,0,Others
898,3.6635616461296463,4,1,2.6457513110645907,1,4,Sweaters
900,3.9512437185814275,5,1,3.3166247903554,1,0,Others
901,3.4011973816621555,1,0,1.0,0,0,Others
902,3.6888794541139363,3,0,1.7320508075688772,0,4,Blouses
903,3.871201010907891,3,0,0.0,0,4,Knits
904,3.970291913552122,3,1,1.0,0,0,Pants
905,3.367295829986474,5,1,0.0,1,0,Others
906,3.828641396489095,5,1,0.0,0,0,Others
907,3.828641396489095,5,1,1.4142135623730951,1,0,Others
908,3.6888794541139363,5,1,0.0,0,4,Knits
909,3.784189633918261,4,1,1.4142135623730951,1,0,Others
911,4.23410650459726,5,1,0.0,0,0,Others
912,3.8501476017100584,5,1,1.7320508075688772,1,1,Dresses
913,3.044522437723423,5,1,0.0,0,0,Pants
914,3.8501476017100584,2,0,0.0,2,2,Others
915,4.204692619390966,3,0,1.0,1,0,Others
916,4.189654742026425,5,1,1.0,0,4,Knits
917,3.9318256327243257,5,1,1.7320508075688772,0,4,Knits
918,3.5553480614894135,5,1,1.0,0,0,Pants
919,3.713572066704308,5,1,1.0,1,0,Others
920,3.828641396489095,4,1,0.0,0,0,Pants
921,3.7612001156935624,5,1,0.0,0,0,Pants
922,3.7612001156935624,5,1,3.1622776601683795,1,0,Others
923,3.58351893845611,5,1,2.8284271247461903,0,4,Knits
925,4.007333185232471,5,1,0.0,1,1,Dresses
926,3.9512437185814275,5,1,0.0,1,0,Others
927,3.912023005428146,3,0,0.0,1,0,Others
928,4.343805421853684,5,1,1.0,1,4,Sweaters
929,3.6635616461296463,5,1,0.0,1,4,Sweaters
930,4.04305126783455,4,1,1.0,0,0,Pants
931,4.174387269895637,5,1,0.0,0,4,Knits
932,3.784189633918261,5,1,1.0,0,0,Others
933,3.8066624897703196,5,1,3.4641016151377544,0,0,Pants
934,4.0943445622221,3,0,0.0,0,0,Pants
936,3.828641396489095,5,1,0.0,0,0,Pants
937,3.295836866004329,3,0,0.0,0,1,Dresses
939,2.995732273553991,5,1,3.4641016151377544,1,0,Others
940,3.9318256327243257,5,1,0.0,0,4,Sweaters
942,3.828641396489095,2,0,0.0,0,1,Dresses
943,3.5553480614894135,4,0,0.0,2,2,Others
944,3.713572066704308,5,1,3.1622776601683795,0,1,Dresses
945,3.6635616461296463,3,0,0.0,0,1,Dresses
947,3.295836866004329,5,1,0.0,1,5,Others
948,3.6888794541139363,2,0,2.0,2,2,Others
949,3.58351893845611,4,1,0.0,0,4,Sweaters
950,3.5553480614894135,4,1,0.0,0,1,Dresses
951,3.2188758248682006,5,1,1.0,2,2,Others
952,3.6109179126442243,4,1,1.4142135623730951,1,0,Others
953,3.367295829986474,4,1,1.0,2,2,Others
955,3.4339872044851463,3,0,1.0,0,4,Sweaters
956,3.9889840465642745,5,1,0.0,0,1,Dresses
957,3.4339872044851463,5,1,3.3166247903554,0,4,Sweaters
959,3.6635616461296463,5,1,0.0,2,2,Others
960,3.6635616461296463,4,1,1.0,0,0,Others
961,3.332204510175204,5,1,0.0,0,4,Sweaters
962,3.6375861597263857,4,1,0.0,2,2,Others
963,3.6109179126442243,2,0,0.0,1,0,Others
964,3.713572066704308,4,1,0.0,2,2,Others
967,3.7612001156935624,3,0,0.0,0,0,Pants
970,3.9889840465642745,5,1,0.0,0,1,Dresses
973,3.8501476017100584,5,1,1.0,1,0,Others
975,3.58351893845611,5,1,2.449489742783178,0,1,Dresses
976,3.871201010907891,5,1,1.0,2,2,Others
977,3.044522437723423,4,1,1.7320508075688772,0,4,Sweaters
978,3.367295829986474,5,1,0.0,0,1,Dresses
979,3.912023005428146,5,1,0.0,2,2,Others
980,3.58351893845611,3,0,0.0,0,1,Dresses
981,3.713572066704308,5,1,0.0,0,4,Sweaters
982,3.713572066704308,5,1,1.0,0,1,Dresses
983,3.5263605246161616,5,1,1.4142135623730951,0,4,Sweaters
984,3.713572066704308,5,1,3.0,0,1,Dresses
986,4.189654742026425,5,1,1.7320508075688772,0,5,Others
987,3.8066624897703196,4,1,0.0,1,0,Others
988,3.4339872044851463,5,1,2.0,0,4,Sweaters
989,4.219507705176107,5,1,2.0,0,4,Sweaters
990,4.174387269895637,5,1,3.3166247903554,0,4,Sweaters
993,3.871201010907891,3,0,0.0,0,1,Dresses
996,3.6109179126442243,5,1,2.8284271247461903,0,4,Sweaters
997,3.58351893845611,5,1,1.0,0,4,Sweaters
998,3.367295829986474,5,1,0.0,1,4,Knits
999,3.5263605246161616,5,1,1.4142135623730951,0,4,Sweaters
1000,3.871201010907891,5,1,0.0,2,2,Others
1001,4.143134726391533,5,1,3.1622776601683795,1,0,Others
1002,3.8918202981106265,4,1,0.0,1,0,Others
1003,3.5553480614894135,3,0,0.0,0,4,Sweaters
1005,3.5553480614894135,4,1,0.0,0,4,Sweaters
1006,4.418840607796598,5,1,0.0,0,4,Sweaters
1007,4.204692619390966,5,1,2.0,0,0,Pants
1008,3.6635616461296463,5,1,1.4142135623730951,0,1,Dresses
1009,3.6635616461296463,5,1,0.0,0,4,Sweaters
1011,3.5263605246161616,5,1,0.0,0,0,Pants
1012,3.6109179126442243,5,1,1.4142135623730951,0,1,Dresses
1013,4.07753744390572,3,1,0.0,0,4,Sweaters
1014,3.6888794541139363,5,1,0.0,0,4,Sweaters
1015,3.295836866004329,5,1,0.0,0,1,Dresses
1016,3.332204510175204,3,1,2.0,0,4,Sweaters
1017,3.784189633918261,5,1,0.0,2,2,Others
1018,3.8501476017100584,5,1,0.0,0,4,Sweaters
1019,3.7376696182833684,5,1,0.0,0,4,Sweaters
1020,3.4339872044851463,5,1,0.0,0,4,Sweaters
1021,3.258096538021482,4,1,0.0,0,4,Knits
1022,4.07753744390572,1,0,1.0,1,4,Knits
1023,3.4965075614664802,5,1,1.0,0,4,Sweaters
1024,3.8501476017100584,4,1,0.0,0,4,Sweaters
1025,3.828641396489095,5,1,1.0,0,1,Dresses
1026,3.1780538303479458,5,1,1.4142135623730951,0,4,Sweaters
1027,3.5263605246161616,2,1,0.0,0,0,Pants
1028,3.970291913552122,4,1,1.7320508075688772,0,1,Dresses
1029,3.6375861597263857,5,1,0.0,0,4,Sweaters
1031,4.060443010546419,5,1,0.0,0,4,Sweaters
1032,3.4965075614664802,3,1,2.449489742783178,0,4,Others
1033,4.204692619390966,5,1,3.7416573867739413,0,4,Sweaters
1034,3.4657359027997265,5,1,1.0,0,4,Knits
1036,4.406719247264253,5,1,0.0,0,4,Others
1037,3.828641396489095,5,1,2.23606797749979,1,1,Dresses
1038,3.5263605246161616,5,1,0.0,0,4,Knits
1040,3.5553480614894135,5,1,0.0,1,1,Dresses
1041,3.7376696182833684,5,1,0.0,0,4,Sweaters
1042,3.5553480614894135,5,1,0.0,0,4,Sweaters
1043,3.713572066704308,4,1,0.0,0,4,Others
1045,3.4011973816621555,5,1,0.0,0,4,Sweaters
1047,3.912023005428146,2,0,3.605551275463989,0,4,Knits
1048,3.1354942159291497,5,1,1.0,0,4,Knits
1049,3.9512437185814275,5,1,0.0,0,4,Sweaters
1050,3.6375861597263857,5,1,2.449489742783178,0,4,Sweaters
1051,4.189654742026425,4,1,0.0,0,4,Sweaters
1052,4.23410650459726,1,0,1.4142135623730951,0,4,Knits
1053,3.6888794541139363,4,1,1.4142135623730951,0,4,Sweaters
1054,3.871201010907891,3,1,0.0,0,4,Knits
1055,3.6888794541139363,5,1,0.0,0,4,Knits
1056,3.6635616461296463,4,1,0.0,0,4,Knits
1057,4.2626798770413155,3,0,0.0,0,4,Knits
1058,3.7376696182833684,5,1,1.7320508075688772,0,4,Knits
1059,4.04305126783455,5,1,2.449489742783178,0,4,Sweaters
1060,3.9889840465642745,4,1,0.0,1,1,Dresses
1061,3.828641396489095,2,0,0.0,0,4,Others
1062,3.1354942159291497,5,1,0.0,0,4,Sweaters
1063,3.784189633918261,2,1,1.0,0,4,Sweaters
1064,3.8066624897703196,5,1,1.0,0,4,Sweaters
1065,3.091042453358316,5,1,2.0,0,4,Knits
1067,3.9512437185814275,5,1,0.0,0,4,Knits
1068,3.912023005428146,5,1,1.0,1,1,Dresses
1070,3.713572066704308,4,1,1.4142135623730951,1,4,Blouses
1071,3.970291913552122,5,1,2.0,1,4,Blouses
1072,4.04305126783455,2,0,2.449489742783178,1,1,Dresses
1073,2.995732273553991,5,1,1.0,0,4,Blouses
1074,3.4011973816621555,5,1,2.0,2,2,Others
1075,3.7376696182833684,4,1,0.0,1,1,Dresses
1076,3.970291913552122,5,1,3.3166247903554,0,1,Dresses
1077,3.258096538021482,3,1,2.0,0,4,Blouses
1078,3.6635616461296463,2,0,1.0,0,0,Others
1079,3.8501476017100584,5,1,1.7320508075688772,0,4,Others
1080,3.828641396489095,5,1,0.0,0,4,Blouses
1081,3.4965075614664802,5,1,1.4142135623730951,0,4,Others
1082,4.060443010546419,4,1,2.0,0,0,Others
1083,3.8918202981106265,5,1,2.449489742783178,1,1,Dresses
1084,3.9512437185814275,4,1,0.0,1,1,Dresses
1085,4.007333185232471,4,1,2.0,0,4,Knits
1086,3.295836866004329,5,1,2.6457513110645907,0,4,Blouses
1087,3.828641396489095,4,1,0.0,1,4,Blouses
1088,3.713572066704308,5,1,1.7320508075688772,1,1,Dresses
1089,3.258096538021482,2,0,3.0,1,4,Blouses
1090,3.6888794541139363,4,1,0.0,1,4,Blouses
1091,3.367295829986474,3,0,0.0,0,4,Knits
1092,4.276666119016055,5,1,1.4142135623730951,0,4,Blouses
1093,4.02535169073515,3,1,1.7320508075688772,0,4,Knits
1095,4.189654742026425,3,1,0.0,1,4,Blouses
1096,3.4339872044851463,5,1,0.0,1,4,Blouses
1097,3.871201010907891,5,1,1.0,0,4,Others
1098,3.9889840465642745,1,0,0.0,0,4,Blouses
1100,3.4657359027997265,5,1,2.8284271247461903,1,1,Dresses
1101,4.343805421853684,4,1,0.0,1,1,Dresses
1102,3.6888794541139363,5,1,0.0,1,4,Blouses
1104,3.6635616461296463,4,1,0.0,1,4,Blouses
1105,3.7612001156935624,1,0,2.0,0,1,Dresses
1106,3.6109179126442243,3,0,2.449489742783178,1,4,Blouses
1107,3.784189633918261,5,1,2.8284271247461903,0,4,Blouses
1108,3.9512437185814275,5,1,2.6457513110645907,1,4,Blouses
1109,3.4965075614664802,5,1,0.0,0,4,Blouses
1110,3.970291913552122,4,1,0.0,0,4,Knits
1111,4.174387269895637,3,0,1.0,0,0,Pants
1112,4.127134385045092,3,0,2.0,0,0,Others
1113,3.8066624897703196,5,1,0.0,0,0,Pants
1114,3.8501476017100584,1,0,2.449489742783178,0,0,Others
1115,3.7376696182833684,5,1,1.0,0,0,Pants
1116,3.6375861597263857,4,1,0.0,2,2,Others
1117,3.6888794541139363,3,0,4.123105625617661,0,4,Blouses
1118,3.6635616461296463,4,1,1.4142135623730951,0,0,Pants
1119,3.8918202981106265,2,0,2.0,1,1,Dresses
1121,3.4339872044851463,1,0,0.0,2,2,Others
1122,3.713572066704308,3,0,2.23606797749979,1,4,Knits
1123,3.9512437185814275,5,1,3.4641016151377544,1,1,Dresses
1124,4.1588830833596715,5,1,0.0,0,4,Knits
1126,3.970291913552122,5,1,1.0,1,4,Knits
1127,3.871201010907891,5,1,1.0,2,2,Others
1128,4.1588830833596715,5,1,1.0,2,2,Others
1129,3.871201010907891,5,1,1.4142135623730951,1,4,Knits
1130,3.6635616461296463,5,1,0.0,1,4,Knits
1132,4.219507705176107,4,1,3.0,1,1,Dresses
1133,3.58351893845611,3,0,1.0,2,2,Others
1134,4.127134385045092,4,1,0.0,1,0,Others
1135,3.7376696182833684,2,0,5.477225575051661,0,0,Pants
1136,3.6109179126442243,5,1,3.1622776601683795,0,0,Pants
1137,3.9318256327243257,5,1,0.0,1,4,Knits
1138,3.6375861597263857,5,1,1.4142135623730951,0,4,Blouses
1139,4.07753744390572,3,0,2.449489742783178,1,0,Others
1140,4.02535169073515,3,0,2.0,1,1,Dresses
1142,3.871201010907891,3,0,2.8284271247461903,1,1,Dresses
1143,3.4657359027997265,2,0,1.0,1,4,Knits
1144,3.8918202981106265,5,1,0.0,1,0,Others
1145,4.127134385045092,5,1,0.0,1,4,Knits
1146,3.4965075614664802,5,1,0.0,2,2,Others
1147,3.828641396489095,3,0,0.0,2,2,Others
1148,3.6375861597263857,4,1,1.4142135623730951,1,4,Knits
1149,3.5553480614894135,3,0,0.0,0,0,Pants
1151,3.258096538021482,4,1,1.4142135623730951,1,4,Knits
1152,3.4339872044851463,4,1,0.0,0,0,Pants
1153,4.007333185232471,5,1,5.830951894845301,0,0,Pants
1154,3.8066624897703196,5,1,1.4142135623730951,2,2,Others
1155,4.060443010546419,5,1,0.0,1,0,Pants
1156,3.6635616461296463,3,0,7.416198487095663,1,1,Dresses
